Gene	SRR1554535	SRR1554536	SRR1554537	SRR1554538	SRR1554539	SRR1554541
MYEF2	1216	417	8248	10558	2050	9390
MYEOV	0	0	2	0	0	0
MYF5	0	0	0	0	0	0
MYF6	1	0	2	20	4	20
MYH1	2	0	2	0	0	2
MYH10	5521	643	17151	27660	12879	24017
MYH11	805	4023	146	236	3113	66
MYH13	4	0	4	2	7	3
MYH14	3563	1237	258	367	2686	164
MYH15	182	123	7	70	200	92
MYH2	0	0	0	1	1	0
MYH3	165	83	247	300	159	196
MYH4	6	0	222	0	3	0
MYH6	2	0	6	0	0	0
MYH7	128	25	33	69	221	77
MYH7B	1963	249	233	359	1171	218
MYH8	1	0	0	7	3	34
MYH9	5567	3240	7930	12291	8747	10538
MYL1	0	0	0	0	4	0
MYL10	0	0	0	0	0	0
MYL12A	816	1232	765	1364	689	1369
MYL12B	5097	1568	6393	8605	4646	9731
MYL2	0	0	0	0	0	0
MYL3	59	73	2	4	32	4
MYL4	0	7	330	22	0	84
MYL5	263	142	127	215	230	125
MYL6	7215	4787	14174	21532	5629	15371
MYL6B	2984	1359	4410	5873	2555	5101
MYL7	20	12	38	50	21	39
MYL9	598	2079	87	215	873	291
MYLIP	337	44	1145	1003	476	1785
MYLK	1649	1322	542	547	1891	760
MYLK2	95	69	106	179	80	132
MYLK3	8	3	6	9	38	15
MYLK4	21	5	26	55	65	43
MYLPF	1	0	1	2	4	3
MYNN	514	168	1780	2130	690	2006
MYO10	4042	2818	7895	11313	2062	5464
MYO15A	340	39	964	1242	369	1222
MYO15B	2754	1140	4317	5213	1724	2381
MYO16	575	35	3360	8339	792	13907
MYO18A	5712	1358	10191	12918	6509	13583
MYO18B	18	2	10	19	9	8
MYO19	741	150	2472	2317	640	1753
MYO1A	6	0	3	2	4	2
MYO1B	1128	943	1919	3888	2367	3268
MYO1C	599	517	1828	2110	660	1940
MYO1D	915	158	808	712	568	844
MYO1E	913	131	1840	1077	476	787
MYO1F	165	66	200	313	100	190
MYO1G	12	58	45	21	33	29
MYO1H	10	2	117	90	5	26
MYO3A	4	13	182	535	32	21
MYO3B	2	1	4	22	3	28
MYO5A	2140	334	11035	13678	12984	21897
MYO5B	233	16	6713	2491	452	6254
MYO5C	251	40	182	310	550	269
MYO6	2294	1132	3142	5456	1620	3020
MYO7A	210	83	92	109	336	62
MYO7B	93	29	10	17	79	20
MYO9A	607	156	5736	8192	2811	9564
MYO9B	3266	606	10024	13718	2594	8231
MYOC	4	0	2	2	4	4
MYOCD	9	28	43	15	40	12
MYOD1	0	0	2	1	0	2
MYOF	208	441	298	639	221	794
MYOG	5	0	0	0	6	4
MYOM1	412	533	56	163	354	257
MYOM2	1112	225	623	529	1910	778
MYOM3	0	0	0	0	1	0
MYOT	159	28	67	59	87	87
MYOZ1	51	38	11	9	12	5
MYOZ2	26	2	2	6	25	1
MYOZ3	33	4	74	104	53	102
MYPN	0	0	0	2	4	0
MYPOP	997	81	368	329	865	239
MYRF	5296	326	205	229	3193	154
MYRFL	19	5	3	9	12	10
MYRIP	959	353	672	447	1899	493
MYSM1	201	70	1618	2070	1087	2077
MYT1	277	205	3103	5411	271	848
MYT1L	2736	109	20228	28585	9286	33479
MYZAP	9	1	1	6	5	4
MZB1	2	0	0	2	0	2
MZF1	1466	452	2685	2367	1220	1956
MZT1	336	70	522	634	514	727
MZT2A	1089	512	810	1047	1133	947
MZT2B	2447	1426	3164	2829	2154	1521
N4BP1	716	167	2990	3611	1132	3588
N4BP2	36	28	2441	5052	60	5537
N4BP2L1	771	200	432	837	1193	471
N4BP2L2	3082	684	5052	6967	2972	5928
N4BP3	297	34	778	384	451	882
N6AMT1	91	41	339	492	130	355
NAA10	1453	718	2470	2519	1143	2233
NAA11	0	0	0	0	2	0
NAA15	857	167	3473	3984	1187	4518
NAA16	466	60	2190	2809	472	2186
NAA20	2161	306	1396	1582	1887	1843
NAA25	320	77	2234	2357	976	2643
NAA30	197	41	1258	1464	636	1547
NAA35	1013	209	3071	3696	1255	4109
NAA38	1086	682	804	971	852	754
NAA40	289	65	1809	2330	325	2045
NAA50	424	140	1337	1732	857	1523
NAA60	1222	230	1653	2093	1054	2003
NAAA	296	41	541	317	329	670
NAALAD2	396	77	131	583	631	577
NAALADL1	45	36	69	98	24	63
NAALADL2	17	9	77	104	38	30
NAB1	587	255	2865	3215	1048	1399
NAB2	1347	295	2926	3123	1426	2235
NABP1	53	6	104	153	62	82
NABP2	1486	300	1057	1464	1210	1481
NACA	8645	4286	30517	32339	6756	28165
NACA2	163	138	1071	1083	83	1097
NACAD	6860	618	9065	9041	4857	9482
NACC1	1623	313	1654	1627	2117	1600
NACC2	1079	661	205	251	855	156
NADK	860	249	1890	2148	1002	1873
NADK2	949	465	1938	2355	1061	2336
NADSYN1	894	195	1276	2292	662	1807
NAE1	2375	690	3953	5485	2241	5915
NAF1	353	26	609	844	494	764
NAGA	219	123	372	593	195	396
NAGK	1470	559	5594	6403	1189	5695
NAGLU	515	224	604	849	339	813
NAGPA	1375	129	491	433	1531	519
NAGS	38	15	33	33	31	20
NAIF1	169	30	299	360	119	276
NAIP	1	1	13	16	0	7
NALCN	1930	217	246	1312	4178	2179
NAMPT	288	199	840	993	477	1331
NANOG	1	0	0	0	0	0
NANOGNB	0	0	0	0	0	0
NANOS1	20	0	20	24	12	13
NANOS2	2	0	5	7	0	6
NANOS3	138	85	325	338	128	338
NANP	64	4	208	184	87	260
NANS	883	175	973	1239	882	1595
NAP1L1	7327	2188	17014	22495	8967	17252
NAP1L2	7854	288	1486	2149	8527	4605
NAP1L3	8175	462	10749	7706	10057	12067
NAP1L4	3853	1454	8287	10565	3450	11525
NAP1L5	2068	195	1000	1415	2259	1685
NAPA	7819	945	3572	3652	6998	4050
NAPB	4467	133	1697	1899	12156	3346
NAPEPLD	400	90	770	1431	1190	417
NAPG	1079	100	1326	1394	2248	1968
NAPRT	1023	312	975	1858	874	1149
NAPSA	47	9	49	101	34	34
NARF	2294	509	6440	9696	2086	6322
NARFL	1230	363	1823	1724	1189	1772
NARR	57	68	106	80	21	17
NARS	7016	1080	7343	8760	8086	10084
NARS2	414	65	1098	1712	384	1410
NASP	3334	1015	16777	19811	2501	14455
NAT1	17	11	19	20	16	13
NAT10	1772	366	3673	4148	1805	3802
NAT14	691	247	957	920	662	950
NAT16	43	3	353	362	33	419
NAT2	4	0	1	6	3	0
NAT6	779	102	418	312	477	399
NAT8	2	0	55	43	10	70
NAT8L	3811	559	1301	966	4028	1004
NAT9	546	170	1761	1744	474	1511
NATD1	28	3	114	95	35	76
NAV1	1188	439	10192	16414	2389	17177
NAV2	928	313	10535	12065	1490	15984
NAV3	942	131	12060	16129	3472	21156
NAXD	834	449	2366	2368	1247	2486
NAXE	2244	1068	1536	1783	1909	1455
NBAS	2349	575	6089	7593	3681	8369
NBEA	2133	130	26776	30783	8571	43922
NBEAL1	114	127	1728	2357	144	2467
NBEAL2	653	278	4079	2878	721	3007
NBL1	4	1	5	8	2	7
NBN	903	251	1787	2012	1655	2341
NBPF1	416	247	3724	4120	292	5707
NBPF10	18	17	46	105	20	39
NBPF11	36	23	379	357	66	335
NBPF12	267	74	1337	1883	379	1888
NBPF14	17	6	34	97	18	23
NBPF15	138	14	865	842	183	716
NBPF19	47	34	87	136	12	71
NBPF20	39	10	88	173	18	186
NBPF26	15	12	63	131	16	43
NBPF3	74	22	338	593	167	614
NBPF4	1	0	0	0	1	0
NBPF6	0	0	0	0	0	0
NBPF7	0	0	0	0	0	0
NBPF8	29	17	212	380	54	118
NBPF9	74	14	359	593	78	399
NBR1	3513	1317	6158	8236	4147	6605
NCALD	2130	97	4531	3059	5896	5553
NCAM1	8334	1049	49331	55518	13609	64181
NCAM2	2363	390	3300	2203	6124	3125
NCAN	6408	2479	33877	46241	4475	31826
NCAPD2	1156	286	4873	5531	969	1461
NCAPD3	520	122	2423	2989	756	1564
NCAPG	58	22	2180	2830	64	493
NCAPG2	372	100	2303	2966	441	1761
NCAPH	30	0	943	859	16	118
NCAPH2	2015	468	4519	4621	1931	3771
NCBP1	912	266	4364	5413	1326	5336
NCBP2	697	386	3492	4272	874	3752
NCBP3	840	227	3364	5290	755	3507
NCCRP1	0	0	5	7	0	0
NCDN	33158	1411	9512	9886	37916	16244
NCEH1	836	37	307	167	2340	519
NCF1	11	0	3	8	9	5
NCF2	23	7	27	35	54	21
NCF4	44	2	14	23	8	12
NCK1	610	222	1035	1489	613	1056
NCK2	1699	271	7855	5942	1803	6281
NCKAP1	15417	1961	23877	25914	25956	27582
NCKAP1L	78	27	142	198	62	113
NCKAP5	295	98	3438	2664	176	2552
NCKAP5L	1494	328	4104	4279	1119	3909
NCKIPSD	3159	388	1804	1599	2743	1119
NCL	15471	3697	37126	40329	13301	42536
NCLN	1021	125	2121	1809	1126	1485
NCMAP	0	0	0	0	0	0
NCOA1	2654	905	11649	17367	5908	18648
NCOA2	421	97	5619	6563	1776	5963
NCOA3	242	96	3350	4171	777	3807
NCOA4	2601	661	6240	8109	3504	9002
NCOA5	845	200	5302	6113	923	5064
NCOA6	2607	528	18202	21695	3584	22310
NCOA7	2314	95	2103	2061	6070	3089
NCOR1	3489	680	15580	20699	6628	19051
NCOR2	7669	1308	13923	10297	10828	6591
NCR1	4	3	0	0	2	0
NCR2	0	0	0	1	0	0
NCR3	3	1	0	2	3	2
NCR3LG1	91	5	413	645	358	1515
NCS1	6305	1160	3882	5776	8178	6848
NCSTN	2098	603	3527	4756	2129	3570
NDC1	171	40	1522	1388	366	1247
NDC80	3	3	821	1157	4	68
NDE1	330	96	701	951	210	150
NDEL1	3121	158	2444	3362	3695	4852
NDFIP1	8273	988	9096	11620	12333	16723
NDFIP2	1367	132	1114	1215	3793	1894
NDN	1946	353	3067	3531	2174	3621
NDNF	53	25	56	253	233	510
NDOR1	682	157	1812	1775	501	1036
NDP	350	128	222	300	231	465
NDRG1	5653	1383	10337	8453	3371	9859
NDRG2	49824	52808	4327	6789	17557	4504
NDRG3	3382	345	2922	3594	6274	3906
NDRG4	14831	1683	5885	8661	17736	10516
NDST1	1742	490	4040	5104	2312	4889
NDST2	1415	252	2740	3204	1360	2804
NDST3	238	11	463	846	849	668
NDST4	4	1	11	62	27	59
NDUFA1	3413	1897	2174	2905	2515	3117
NDUFA10	4072	735	3754	4443	3687	4006
NDUFA11	2846	1147	3285	3495	2452	3232
NDUFA12	2853	870	1829	2426	1853	2913
NDUFA13	6545	3353	4796	5888	5624	5857
NDUFA2	1684	881	1320	1153	1318	1461
NDUFA3	1684	805	1437	1342	1477	1343
NDUFA4	8821	3316	3226	4165	8828	4746
NDUFA4L2	375	735	374	436	264	362
NDUFA5	2747	454	1583	1898	3502	2664
NDUFA6	1831	829	2047	2317	1525	2214
NDUFA7	815	584	699	896	704	511
NDUFA8	2841	899	1849	2096	2201	2367
NDUFA9	2546	610	1782	2378	2164	2275
NDUFAB1	2568	579	2012	2417	2212	2941
NDUFAF1	1366	306	627	899	1103	1041
NDUFAF2	595	173	1035	1134	592	1572
NDUFAF3	2057	845	1324	1374	1450	1243
NDUFAF4	806	180	716	997	1122	1482
NDUFAF5	881	134	1226	1384	1002	1680
NDUFAF6	541	128	540	772	652	991
NDUFAF7	598	81	1253	1571	548	1292
NDUFB1	2033	825	1327	1923	1360	2305
NDUFB10	3129	1295	2709	3044	2076	2702
NDUFB11	2387	724	4488	4858	1557	3872
NDUFB2	2819	1718	1688	1897	2546	2345
NDUFB3	2029	803	1025	1396	1428	1455
NDUFB4	2483	1295	2942	3023	1956	2584
NDUFB5	2950	856	1334	1623	2618	1838
NDUFB6	2143	651	1614	1842	1772	2270
NDUFB7	1626	1058	1779	2001	1271	1800
NDUFB8	8955	3627	4396	4970	7795	4257
NDUFB9	6083	3217	3331	3748	4810	4428
NDUFC1	1309	545	892	1112	846	1239
NDUFC2	487	114	364	479	480	529
NDUFC2-KCTD14	0	0	1	0	0	0
NDUFS1	4597	892	4475	5314	5002	6259
NDUFS2	5819	971	6579	7987	5195	6975
NDUFS3	2953	1382	2538	3130	2650	3051
NDUFS4	1236	445	1271	1812	1047	1700
NDUFS5	6803	2349	5330	8154	5505	7373
NDUFS6	1304	636	1666	1875	1191	1743
NDUFS7	4319	1228	2768	2521	2706	2297
NDUFS8	2311	976	2029	1630	1610	1938
NDUFV1	8828	1821	7134	7970	7099	7214
NDUFV2	1748	396	845	1159	1355	1125
NDUFV3	1131	395	1231	1573	981	1512
NEB	138	82	427	538	263	411
NEBL	669	595	517	828	1234	663
NECAB1	1562	42	2066	1635	5613	2055
NECAB2	1712	729	76	149	1758	126
NECAB3	1743	289	784	1033	2021	1128
NECAP1	2392	169	4128	4770	3674	7098
NECAP2	478	290	980	1316	216	898
NECTIN1	1470	81	1583	2142	2389	2399
NECTIN2	630	445	1417	1495	372	1676
NECTIN3	614	91	1492	2914	1232	6140
NECTIN4	0	0	4	2	2	0
NEDD1	138	74	805	1077	87	356
NEDD4	46	45	429	434	114	256
NEDD4L	1207	139	13371	20832	3263	14032
NEDD8	930	296	573	728	797	748
NEDD8-MDP1	0	0	0	0	0	0
NEDD9	248	162	4017	4761	563	4902
NEFH	14475	94	425	501	11051	611
NEFL	30868	640	17567	1490	44077	12196
NEFM	47910	957	32562	11371	44110	32910
NEGR1	1061	158	1410	1906	2833	2724
NEIL1	1055	307	2504	2309	899	2555
NEIL2	738	210	999	1357	904	1312
NEIL3	0	0	284	347	2	20
NEK1	577	331	1904	2822	1135	2386
NEK10	163	7	200	201	496	242
NEK11	501	184	608	768	419	919
NEK2	56	3	579	637	97	46
NEK3	533	83	801	1276	272	1032
NEK4	1172	387	2697	3985	1297	3023
NEK5	15	0	21	23	19	6
NEK6	668	539	1634	1469	409	771
NEK7	444	408	197	253	501	153
NEK8	88	39	141	186	69	168
NEK9	1187	485	3711	4428	1136	2990
NELFA	1399	342	3034	3189	1101	2483
NELFB	3626	1153	5676	6955	3101	6371
NELFCD	2535	770	5713	6645	1721	4646
NELFE	1867	733	2561	3264	1402	2542
NELL1	1747	35	2821	2389	2309	3263
NELL2	12713	159	63680	56901	21373	78347
NEMF	2942	632	4546	6471	3696	6029
NEMP1	62	18	967	1057	149	391
NEMP2	55	30	161	250	54	116
NENF	1283	738	339	627	875	645
NEO1	2830	705	22374	21553	2589	35438
NEPRO	945	198	1695	1894	1271	1749
NES	1459	852	8607	21691	1157	10177
NET1	1195	449	950	1457	1326	1110
NETO1	853	60	249	799	2233	525
NETO2	732	57	5294	13183	1841	15156
NEU1	1278	258	1105	1131	1093	980
NEU2	0	0	0	0	0	0
NEU3	152	13	609	719	359	572
NEU4	607	394	60	53	263	68
NEURL1	2630	233	1698	1505	3068	2141
NEURL1B	73	36	923	486	209	625
NEURL2	102	35	241	212	134	175
NEURL3	12	1	10	10	5	7
NEURL4	3493	536	8246	8921	4196	7662
NEUROD1	147	13	700	2749	303	1372
NEUROD2	1291	55	19678	12873	1467	12888
NEUROD4	0	2	472	768	2	7
NEUROD6	2992	101	40804	32992	2979	55363
NEUROG1	0	0	309	434	0	3
NEUROG2	13	3	2478	3491	14	1088
NEUROG3	4	0	0	0	2	0
NEXN	63	65	63	129	39	87
NF1	1771	567	8400	13770	6945	12517
NF2	1230	271	1840	2594	1753	2940
NFAM1	2	5	43	33	6	23
NFASC	1221	292	6563	7638	4046	6705
NFAT5	174	67	2183	3918	1475	2812
NFATC1	81	63	37	62	38	30
NFATC2	16	9	27	34	24	18
NFATC2IP	313	92	1666	2238	435	1700
NFATC3	483	108	1674	2152	396	1336
NFATC4	630	741	1186	1751	286	350
NFE2	11	10	17	21	8	1
NFE2L1	8524	1451	7366	9516	10849	9602
NFE2L2	2787	1325	1350	3352	1476	640
NFE2L3	172	31	947	808	169	1375
NFE4	1	0	3	0	0	0
NFIA	177	124	2402	4419	214	2650
NFIB	203	100	10108	9741	676	4079
NFIC	1962	294	1801	1798	2671	823
NFIL3	477	163	2975	4148	493	4838
NFIX	4465	954	41989	25959	5718	30662
NFKB1	554	216	831	1169	551	981
NFKB2	196	205	298	555	125	211
NFKBIA	1070	725	951	1487	912	1313
NFKBIB	765	299	384	521	512	311
NFKBID	63	24	139	139	95	135
NFKBIE	322	63	509	660	299	861
NFKBIL1	654	295	1306	1360	506	1183
NFKBIZ	68	44	65	179	129	164
NFRKB	814	153	3110	3573	1036	2300
NFS1	1368	400	1140	1279	1208	1408
NFU1	1203	399	1089	1431	1109	1777
NFX1	1312	267	3692	4314	1907	4250
NFXL1	236	78	1309	2003	378	1776
NFYA	230	90	2633	2938	344	2415
NFYB	1524	362	2293	3163	1441	2947
NFYC	1452	261	3432	3283	1325	3094
NGB	298	152	258	64	470	178
NGDN	1029	273	2211	2756	906	2497
NGEF	13021	538	3549	2417	20201	3941
NGF	29	19	10	15	10	54
NGFR	61	2	145	312	36	452
NGLY1	1078	252	1454	2329	1099	1973
NGRN	18769	4164	15450	18748	16294	20738
NHEJ1	124	43	484	445	144	459
NHLH1	12	0	617	773	21	6
NHLH2	24	2	42	26	55	38
NHLRC1	91	12	109	76	111	155
NHLRC2	59	24	1050	1506	224	872
NHLRC3	275	78	923	1316	431	1078
NHLRC4	13	4	1	5	1	0
NHP2	1666	562	3008	2686	1505	2702
NHS	114	77	291	422	421	575
NHSL1	525	325	9533	10742	218	9387
NHSL2	55	26	86	175	159	169
NICN1	797	146	1356	1596	1042	1588
NID1	183	227	1610	3410	217	3453
NID2	147	126	1980	1341	260	1830
NIF3L1	919	153	878	943	794	871
NIFK	590	194	1417	1909	638	1937
NIM1K	879	169	325	425	774	622
NIN	703	233	7441	8369	1920	10044
NINJ1	419	125	123	115	243	114
NINJ2	384	26	8	17	161	48
NINL	640	294	5589	6898	409	4923
NIP7	223	38	449	635	253	483
NIPA1	365	171	1145	1117	1133	1599
NIPA2	1311	221	1792	2337	1712	2477
NIPAL1	8	3	16	29	27	59
NIPAL2	414	34	89	106	1088	197
NIPAL3	1394	204	393	380	2321	319
NIPAL4	167	2	0	1	76	4
NIPBL	1727	634	11294	15488	2292	12990
NIPSNAP1	1593	239	3916	5269	2007	5082
NIPSNAP3A	697	249	1528	1900	592	2364
NIPSNAP3B	233	55	483	602	267	861
NISCH	9274	1404	14543	16988	11607	15536
NIT1	1266	258	1372	1405	924	1054
NIT2	1235	267	1069	1106	772	1495
NKAIN1	74	9	3706	2507	75	3257
NKAIN2	313	34	3339	3498	597	5717
NKAIN3	13	55	411	610	3	191
NKAIN4	460	570	437	495	148	247
NKAP	456	124	632	799	482	771
NKAPL	126	26	330	161	103	246
NKD1	164	102	148	172	157	272
NKD2	306	27	230	232	196	239
NKG7	19	94	18	9	32	10
NKIRAS1	1470	144	710	1340	1524	1497
NKIRAS2	299	82	2508	2976	286	2798
NKPD1	33	1	43	44	59	51
NKRF	1639	75	1959	2386	1947	2693
NKTR	1527	476	13246	17809	3018	12604
NKX1-1	0	0	0	0	0	0
NKX1-2	8	0	2	0	10	0
NKX2-1	14	0	0	12	7	10
NKX2-2	362	159	49	76	150	54
NKX2-3	0	0	0	4	0	0
NKX2-4	2	0	0	0	0	0
NKX2-5	0	0	0	0	0	0
NKX2-6	0	0	0	0	0	0
NKX2-8	7	0	0	0	6	0
NKX3-1	9	2	2	2	15	5
NKX3-2	0	0	4	9	0	2
NKX6-1	17	45	20	7	16	11
NKX6-2	1463	130	0	0	652	2
NKX6-3	22	0	14	3	4	7
NLE1	346	81	1430	1380	524	1580
NLGN1	328	56	3580	2357	966	2648
NLGN2	3821	606	9261	9420	4710	9120
NLGN3	4010	1295	5800	6546	3260	7159
NLGN4X	309	96	3396	3116	1116	3320
NLGN4Y	356	0	0	0	18	1533
NLK	2784	180	1837	2414	6636	3001
NLN	280	63	2749	4259	747	4738
NLRC3	27	19	92	166	53	116
NLRC4	91	5	85	118	93	69
NLRC5	157	60	145	200	207	57
NLRP1	181	57	96	166	178	122
NLRP10	0	0	0	0	4	0
NLRP11	0	0	0	2	0	0
NLRP12	8	0	4	10	5	22
NLRP13	0	0	0	0	0	0
NLRP14	8	2	14	23	0	42
NLRP2	232	55	2206	2286	891	1263
NLRP2P	0	0	1	2	0	1
NLRP3	177	30	40	52	195	30
NLRP4	4	0	1	0	0	0
NLRP5	1	0	0	0	0	0
NLRP6	2	0	0	0	0	2
NLRP7	0	0	1	39	1	0
NLRP8	0	0	0	0	0	0
NLRP9	7	3	3	7	7	5
NLRX1	440	218	282	352	371	217
NMB	91	55	65	118	55	119
NMBR	11	0	105	90	16	117
NMD3	687	249	1432	1951	877	1559
NME1	521	93	596	453	414	801
NME1-NME2	3	1	10	5	5	7
NME2	0	0	0	0	0	0
NME3	1092	695	2054	1610	751	1629
NME4	808	659	1437	1853	597	1150
NME5	961	114	68	210	787	511
NME6	139	74	620	839	152	730
NME7	622	138	1137	1737	706	2105
NME8	6	3	0	0	0	0
NME9	246	55	46	54	209	68
NMI	99	85	47	36	94	55
NMNAT1	251	64	324	336	226	363
NMNAT2	856	82	5249	6241	3568	8133
NMNAT3	182	54	158	291	113	296
NMRAL1	1059	410	1849	1821	1301	1933
NMRK1	790	148	386	448	544	783
NMRK2	20	12	2	6	5	0
NMS	0	0	0	0	0	0
NMT1	2301	328	2299	2715	2912	2563
NMT2	828	209	3521	3701	1166	4610
NMU	28	1	66	82	31	52
NMUR1	17	19	3	4	4	2
NMUR2	4	0	0	0	5	2
NNAT	1290	85	15069	35883	1618	26866
NNMT	86	47	6	22	79	4
NNT	3244	1161	8359	10273	5554	11364
NOA1	743	130	2867	2542	924	2157
NOB1	762	128	1291	1310	596	1124
NOBOX	0	1	0	0	0	0
NOC2L	2280	357	4805	5243	2460	4609
NOC3L	389	140	989	1316	335	958
NOC4L	807	173	1289	1215	655	929
NOCT	231	41	495	553	262	545
NOD1	97	46	275	301	111	310
NOD2	3	2	9	6	7	5
NODAL	14	79	181	98	25	137
NOG	129	28	99	133	91	65
NOL10	725	193	1284	1774	675	1610
NOL11	676	214	3921	4886	917	4225
NOL12	431	155	862	907	361	855
NOL3	656	340	169	183	408	122
NOL4	606	48	4727	7224	1478	9699
NOL4L	670	66	4794	5531	1065	5421
NOL6	1426	230	3493	2734	1996	3090
NOL7	2138	674	3070	3092	1529	3234
NOL8	1154	261	2903	3635	1182	3591
NOL9	457	54	2061	2093	635	2026
NOLC1	2475	324	6666	7709	3563	8482
NOM1	283	96	1275	1540	395	1239
NOMO1	3377	321	1640	3472	3634	2043
NOMO2	601	65	786	721	1379	1046
NOMO3	205	29	193	146	380	727
NONO	2580	644	18425	20288	2341	14437
NOP10	400	281	739	1169	317	1213
NOP14	860	185	2643	2586	861	2280
NOP16	509	96	1045	1306	395	1298
NOP2	1044	288	2732	2994	838	2522
NOP56	4391	696	7691	10419	3677	9487
NOP58	1482	449	3982	4358	1403	4390
NOP9	464	167	1983	2430	782	2056
NOS1	57	32	10	224	258	1385
NOS1AP	398	6	911	1289	940	910
NOS2	356	19	116	109	634	180
NOS3	434	103	428	633	439	734
NOSIP	1352	502	1736	1890	1031	1505
NOSTRIN	170	326	251	320	228	292
NOTCH1	1709	696	7439	7596	1179	1425
NOTCH2	1197	702	5027	9665	637	1709
NOTCH2NL	0	0	0	0	0	0
NOTCH3	2119	3431	3983	5278	1941	2181
NOTCH4	863	212	1094	1236	737	981
NOTO	0	0	0	0	0	2
NOTUM	133	53	36	15	83	17
NOV	555	206	204	728	648	1227
NOVA1	1560	387	2751	4022	2566	5126
NOVA2	1204	103	3897	4213	1413	4492
NOX1	6	3	2	5	5	4
NOX3	1	0	0	0	0	2
NOX4	14	0	47	161	8	58
NOX5	15	2	19	5	28	8
NOXA1	1259	436	556	849	987	573
NOXO1	74	22	355	274	85	222
NOXRED1	27	6	88	83	16	78
NPAP1	4	2	35	28	4	52
NPAS1	629	151	848	1586	667	1343
NPAS2	1966	355	2628	789	2852	1437
NPAS3	469	189	1027	1554	382	1093
NPAS4	49	24	2	25	217	46
NPAT	436	106	2193	2795	848	1900
NPB	53	10	104	39	38	77
NPBWR1	6	0	0	0	37	0
NPBWR2	50	0	0	0	54	2
NPC1	3142	507	1966	2806	1756	1982
NPC1L1	3	2	4	10	0	28
NPC2	1073	567	509	570	450	489
NPDC1	5712	1645	7229	5690	5106	4957
NPEPL1	1096	687	2413	2949	981	1721
NPEPPS	4417	788	10865	11201	5642	12399
NPFF	83	68	222	281	53	196
NPFFR1	20	2	1	21	5	95
NPFFR2	14	0	0	2	53	4
NPHP1	229	103	122	332	290	309
NPHP3	635	244	1573	1711	894	1072
NPHP4	898	136	1702	1730	917	1755
NPHS1	87	2	26	33	53	40
NPHS2	3	0	0	0	0	3
NPIPA1	85	278	488	638	199	401
NPIPA2	4	2	4	11	0	1
NPIPA3	2	0	15	8	0	2
NPIPA5	398	148	409	423	105	298
NPIPA7	0	0	0	6	0	1
NPIPA8	1	0	0	7	0	0
NPIPB11	77	17	104	143	58	61
NPIPB15	143	78	260	485	111	202
NPIPB3	234	17	501	376	291	158
NPIPB4	336	23	453	673	208	813
NPIPB5	690	81	736	786	334	465
NPIPB6	10	1	45	59	3	50
NPIPB8	4	0	1	1	0	9
NPIPB9	0	3	6	3	0	10
NPL	364	184	119	189	159	103
NPLOC4	1541	238	2410	2850	2043	2981
NPM1	1563	471	4305	4444	1371	4030
NPM2	1449	296	1028	803	1675	1351
NPM3	448	114	996	898	353	1070
NPNT	76	71	288	671	145	758
NPPA	46	18	35	44	79	34
NPPB	3	1	2	0	0	1
NPPC	71	0	8	1	66	1
NPR1	38	13	45	75	51	101
NPR2	1093	281	3780	4077	1005	3347
NPR3	6	2	500	710	22	574
NPRL2	1184	386	1822	2295	879	1870
NPRL3	2287	548	2152	2351	1279	2356
NPS	0	0	0	0	0	0
NPSR1	12	1	40	37	6	6
NPTN	9552	463	4755	4300	12896	6294
NPTX1	2267	9	3121	619	4781	689
NPTX2	1793	22	367	588	2816	176
NPTXR	1734	193	1846	1669	4586	2223
NPVF	0	0	0	0	0	0
NPW	25	1	2	2	5	0
NPY	1348	138	3991	679	729	628
NPY1R	436	87	370	3227	641	2430
NPY2R	24	0	25	260	74	115
NPY4R	0	0	0	0	2	5
NPY5R	234	27	147	873	320	1063
NQO1	563	685	123	145	449	225
NQO2	862	297	445	881	941	626
NR0B1	44	38	11	26	19	14
NR0B2	0	0	0	0	0	0
NR1D1	3487	504	634	227	2100	218
NR1D2	933	180	1510	1586	2771	1578
NR1H2	2838	1055	1267	1265	2129	1011
NR1H3	371	357	308	522	313	428
NR1H4	3	0	2	8	0	3
NR1I2	1	0	3	10	3	21
NR1I3	542	124	608	665	530	803
NR2C1	991	261	1011	2878	1129	2686
NR2C2	437	194	4365	4800	1197	4516
NR2C2AP	175	49	667	710	115	811
NR2E1	454	417	1090	1517	206	152
NR2E3	0	0	1	6	0	4
NR2F1	2294	737	14423	3088	2103	3344
NR2F2	326	274	422	1061	458	1310
NR2F6	955	207	461	626	763	512
NR3C1	649	182	364	456	2194	577
NR3C2	407	108	122	223	1269	336
NR4A1	1165	1464	805	620	2362	918
NR4A2	546	172	2246	3643	808	2727
NR4A3	46	101	955	517	251	1583
NR5A1	2	0	2	0	0	8
NR5A2	0	0	2	7	0	10
NR6A1	14	4	71	100	45	78
NRAP	41	26	2	0	47	0
NRARP	69	78	63	79	67	66
NRAS	138	56	1779	2432	341	2279
NRBF2	630	36	611	694	688	840
NRBP1	3814	579	6406	8109	3479	7703
NRBP2	4701	1158	6842	8173	3221	6734
NRCAM	8746	1214	7902	13088	21966	18331
NRDC	7660	1572	12003	13936	8278	13609
NRDE2	700	123	1850	2170	548	1795
NREP	723	129	15662	10268	1274	11780
NRF1	489	97	1371	1501	426	1158
NRG1	278	0	2967	4484	388	1445
NRG2	272	52	184	478	222	539
